# PT power spectra for matter and bias tracers P, P_CTR (for c_s^2 = 1 (Mpc/h)^2 ), Id2d2, Id2, IG2, Id2G2, IG2G2, IFG2, P_Tree at redshift z=0
# for k=1.02819e-05 to 100.188 h/Mpc,
# number of wavenumbers equal to 4849
#    1:k (h/Mpc)              2:P_1loop (Mpc/h)^3      3:P_CTR (Mpc/h)^3        4:Id2d2 (Mpc/h)^3        5:Id2 (Mpc/h)^3          6:IG2 (Mpc/h)^3          7:Id2G2 (Mpc/h)^3        8:IG2G2 (Mpc/h)^3        9:IFG2 (Mpc/h)^3        10:P_Tree (Mpc/h)^3   
       5.349642637489e-05      -1.501476619433e-05      -6.949470758670e-07      -4.430337583069e-01       1.051533225178e+00      -5.366067230773e-01      -3.318978371285e-01       2.604917626455e-01      -1.511538840178e-04       2.428261865291e+02 
       5.365062326798e-05      -1.514350011075e-05      -7.009062686152e-07      -4.545465333983e-01       9.569239926896e-01      -4.910416858534e-01      -3.237953829542e-01       2.537461134009e-01      -1.522706125666e-04       2.435028736665e+02 
       5.380526461472e-05      -1.527331870057e-05      -7.069156939212e-07      -4.658581573833e-01       8.553594797887e-01      -4.422156096390e-01      -3.158312747106e-01       2.471113181282e-01      -1.533961497669e-04       2.441814478732e+02 
       5.396035169619e-05      -1.540423693768e-05      -7.129760677169e-07      -4.769316220768e-01       7.535934884221e-01      -3.933055753759e-01      -3.080375359841e-01       2.406174888629e-01      -1.545306177823e-04       2.448619137679e+02 
       5.411588579717e-05      -1.553627291560e-05      -7.190881145927e-07      -4.877292976566e-01       6.584974713345e-01      -3.475440074080e-01      -3.004467513040e-01       2.342951982785e-01      -1.556741402466e-04       2.455442759736e+02 
       5.427186820613e-05      -1.566943942453e-05      -7.252525678899e-07      -4.982129320242e-01       5.770619503323e-01      -3.082193406329e-01      -2.930920067262e-01       2.281755461302e-01      -1.568268422793e-04       2.462285391182e+02 
       5.442830021527e-05      -1.580375767753e-05      -7.314701697927e-07      -5.083436048049e-01       5.163979493079e-01      -2.786766945983e-01      -2.860069824718e-01       2.222901784219e-01      -1.579888505015e-04       2.469147078339e+02 
       5.458518312051e-05      -1.593923328983e-05      -7.377416276154e-07      -5.180897057727e-01       4.823368437717e-01      -2.616595155192e-01      -2.792191577218e-01       2.166649413388e-01      -1.591602856520e-04       2.476027868564e+02 
       5.474251822149e-05      -1.607588809838e-05      -7.440674115444e-07      -5.274634696189e-01       4.729574701427e-01      -2.562659886074e-01      -2.727186380289e-01       2.112908776812e-01      -1.603412284239e-04       2.482927814825e+02 
       5.490030682162e-05      -1.621372179125e-05      -7.504479104517e-07      -5.364928010236e-01       4.835698807801e-01      -2.602924267278e-01      -2.664821966458e-01       2.061465655584e-01      -1.615317457834e-04       2.489846972181e+02 
       5.505855022806e-05      -1.635274341515e-05      -7.568835157868e-07      -5.452061547488e-01       5.093979085466e-01      -2.714946269469e-01      -2.604861327708e-01       2.012101920806e-01      -1.627319051399e-04       2.496785395879e+02 
       5.521724975172e-05      -1.649296856795e-05      -7.633746216777e-07      -5.536325081661e-01       5.455807925517e-01      -2.875886352606e-01      -2.547063188255e-01       1.964595175814e-01      -1.639417743634e-04       2.503743141361e+02 
       5.537640670731e-05      -1.663439724962e-05      -7.699216249487e-07      -5.618013759516e-01       5.871721532149e-01      -3.062502649614e-01      -2.491182113159e-01       1.918719260897e-01      -1.651614217875e-04       2.510720264260e+02 
       5.553602241332e-05      -1.677704412214e-05      -7.765249251396e-07      -5.697427826133e-01       6.291389566378e-01      -3.251146099817e-01      -2.436967939716e-01       1.874243620802e-01      -1.663909162126e-04       2.517716820402e+02 
       5.569609819204e-05      -1.692091292898e-05      -7.831849245241e-07      -5.774873525742e-01       6.663604681807e-01      -3.417755531634e-01      -2.384165975507e-01       1.830933918059e-01      -1.676303269093e-04       2.524732865808e+02 
       5.585663536957e-05      -1.706601833212e-05      -7.899020281285e-07      -5.850662073120e-01       6.936271951400e-01      -3.537852694065e-01      -2.332517036740e-01       1.788551311046e-01      -1.688797236213e-04       2.531768456695e+02 
       5.601763527585e-05      -1.721236376306e-05      -7.966766437509e-07      -5.925110548027e-01       7.056398424135e-01      -3.586537349122e-01      -2.281757416297e-01       1.746852690373e-01      -1.701391765691e-04       2.538823649474e+02 
       5.617909924463e-05      -1.735996138814e-05      -8.035092006827e-07      -5.998471924271e-01       6.986102353743e-01      -3.546004566812e-01      -2.231678613313e-01       1.705647597350e-01      -1.714087596106e-04       2.545898500267e+02 
       5.634102861351e-05      -1.750882025408e-05      -8.104002009929e-07      -6.070743167140e-01       6.746515695290e-01      -3.426159592289e-01      -2.182291725259e-01       1.664952240549e-01      -1.726885589000e-04       2.552993063552e+02 
       5.650342472395e-05      -1.765895252720e-05      -8.173501673216e-07      -6.141861135401e-01       6.373037015140e-01      -3.243606383342e-01      -2.133660231978e-01       1.624832291193e-01      -1.739786640736e-04       2.560107393544e+02 
       5.666628892128e-05      -1.781037037381e-05      -8.243596269918e-07      -6.211761256717e-01       5.901693763003e-01      -3.015243870331e-01      -2.085848482195e-01       1.585354659948e-01      -1.752791655672e-04       2.567241544610e+02 
       5.682962255469e-05      -1.796308596022e-05      -8.314291120507e-07      -6.280378339030e-01       5.369149898419e-01      -2.758269533289e-01      -2.038922032136e-01       1.546586973034e-01      -1.765901546231e-04       2.574395571269e+02 
       5.699342697729e-05      -1.811710833317e-05      -8.385591593120e-07      -6.347646200005e-01       4.812713596823e-01      -2.490183016355e-01      -1.992947166357e-01       1.508598447498e-01      -1.779117232976e-04       2.581569528196e+02 
       5.715770354607e-05      -1.827244997094e-05      -8.457503103982e-07      -6.413497226201e-01       4.270345035977e-01      -2.228789779895e-01      -1.947991645243e-01       1.471459022332e-01      -1.792439644680e-04       2.588763470218e+02 
       5.732245362192e-05      -1.842912303982e-05      -8.530031117831e-07      -6.477863280289e-01       3.780664263531e-01      -1.992204790677e-01      -1.904123957511e-01       1.435239875969e-01      -1.805869718400e-04       2.595977452318e+02 
       5.748767856967e-05      -1.858714251375e-05      -8.603181148355e-07      -6.540674800221e-01       3.382959146500e-01      -1.798856250471e-01      -1.861413914375e-01       1.400013387948e-01      -1.819408399550e-04       2.603211529635e+02 
       5.765337975809e-05      -1.874651431990e-05      -8.676958758420e-07      -6.601861335896e-01       3.117146064083e-01      -1.667467167337e-01      -1.819932080936e-01       1.365853151698e-01      -1.833056641940e-04       2.610465757461e+02 
       5.781955855988e-05      -1.890725436806e-05      -8.751369485412e-07      -6.661392431557e-01       3.006095003311e-01      -1.608768090155e-01      -1.779712452386e-01       1.332795737125e-01      -1.846815395161e-04       2.617740191458e+02 
       5.798621635170e-05      -1.906937139302e-05      -8.826418727101e-07      -6.719339367859e-01       3.028660850390e-01      -1.612852239055e-01      -1.740694225822e-01       1.300783376042e-01      -1.860685585288e-04       2.625034887970e+02 
       5.815335451418e-05      -1.923288036869e-05      -8.902111898352e-07      -6.775790624302e-01       3.156483179817e-01      -1.666429895531e-01      -1.702800504770e-01       1.269742954187e-01      -1.874668141373e-04       2.632349903594e+02 
       5.832097443193e-05      -1.939779408531e-05      -8.978454460039e-07      -6.830836488437e-01       3.360697881408e-01      -1.755975297457e-01      -1.665953300260e-01       1.239599402305e-01      -1.888764000332e-04       2.639685295097e+02 
       5.848907749355e-05      -1.956412127765e-05      -9.055451919441e-07      -6.884568723645e-01       3.611931052657e-01      -1.867723776774e-01      -1.630073038880e-01       1.210276692808e-01      -1.902974107015e-04       2.647041119421e+02 
       5.865766509165e-05      -1.973187411204e-05      -9.133109830638e-07      -6.937080914136e-01       3.880292827343e-01      -1.987668867306e-01      -1.595078569166e-01       1.181697194502e-01      -1.917299414268e-04       2.654417433681e+02 
       5.882673862283e-05      -1.990106506673e-05      -9.211433794911e-07      -6.988468477726e-01       4.135371139796e-01      -2.101559382420e-01      -1.560887385216e-01       1.153781947307e-01      -1.931740883009e-04       2.661814295166e+02 
       5.899629948776e-05      -2.007170568413e-05      -9.290429461143e-07      -7.038828531671e-01       4.346225424187e-01      -2.194896462238e-01      -1.527415403072e-01       1.126450521704e-01      -1.946299482291e-04       2.669231761340e+02 
       5.916634909109e-05      -2.024381218598e-05      -9.370102526228e-07      -7.088260148223e-01       4.481380248210e-01      -2.252930590100e-01      -1.494577088505e-01       1.099621025119e-01      -1.960976189371e-04       2.676669889846e+02 
       5.933688884157e-05      -2.041739268316e-05      -9.450458735823e-07      -7.136863255743e-01       4.509057950324e-01      -2.260770533739e-01      -1.462285546456e-01       1.073210478872e-01      -1.975771989845e-04       2.684128738497e+02 
       5.950792015198e-05      -2.059246027784e-05      -9.531503911890e-07      -7.184697801024e-01       4.416120914971e-01      -2.212253960427e-01      -1.430491557047e-01       1.047173304744e-01      -1.990687882248e-04       2.691608365093e+02 
       5.967944443918e-05      -2.076902963199e-05      -9.613243973391e-07      -7.231751114931e-01       4.222221712897e-01      -2.116573907999e-01      -1.399211801626e-01       1.021529365741e-01      -2.005724881521e-04       2.699108827278e+02 
       5.985146312412e-05      -2.094710979236e-05      -9.695684894925e-07      -7.278003941402e-01       3.950620172405e-01      -1.984612494175e-01      -1.368469689023e-01       9.963053545728e-02      -2.020884012094e-04       2.706630182834e+02 
       6.002397763183e-05      -2.112671947634e-05      -9.778832702591e-07      -7.323436296042e-01       3.624988401863e-01      -1.827444714731e-01      -1.338288979456e-01       9.715286795050e-02      -2.036166307196e-04       2.714172489710e+02 
       6.019698939148e-05      -2.130787085025e-05      -9.862693474429e-07      -7.368027958069e-01       3.269415785986e-01      -1.656340780889e-01      -1.308693790920e-01       9.472268893570e-02      -2.051572808927e-04       2.721735806029e+02 
       6.037049983632e-05      -2.149057264887e-05      -9.947273340875e-07      -7.411758687533e-01       2.908414034230e-01      -1.482768481092e-01      -1.279708873909e-01       9.234281271137e-02      -2.067104568339e-04       2.729320190082e+02 
       6.054451040375e-05      -2.167484015808e-05      -1.003257848521e-06      -7.454607650321e-01       2.566922281825e-01      -1.318395567408e-01      -1.251359074749e-01       9.001609127037e-02      -2.082762645511e-04       2.736925700334e+02 
       6.071902253532e-05      -2.186068897572e-05      -1.011861514400e-06      -7.496554018706e-01       2.270312243936e-01      -1.175092166784e-01      -1.223669508100e-01       8.774541174434e-02      -2.098548109628e-04       2.744552395422e+02 
       6.089403767672e-05      -2.204812814853e-05      -1.020538960760e-06      -7.537576447465e-01       2.044393423480e-01      -1.064933217404e-01      -1.196666119173e-01       8.553373665363e-02      -2.114462039059e-04       2.752200334156e+02 
       6.106955727782e-05      -2.223717857760e-05      -1.029290822026e-06      -7.577654364426e-01       1.914804043442e-01      -9.999136178365e-02      -1.170373779852e-01       8.338394099101e-02      -2.130505521383e-04       2.759869575522e+02 
       6.124558279266e-05      -2.242784712598e-05      -1.038117737069e-06      -7.616794088185e-01       1.887553091890e-01      -9.828480411585e-02      -1.144790771529e-01       8.129608545080e-02      -2.146679651756e-04       2.767560178737e+02 
       6.142211567947e-05      -2.262015126325e-05      -1.047020349032e-06      -7.655034871977e-01       1.944637570979e-01      -1.005321190406e-01      -1.119882000126e-01       7.926670918055e-02      -2.162985532609e-04       2.775272203260e+02 
       6.159915740070e-05      -2.281410346768e-05      -1.055999306509e-06      -7.692418863196e-01       2.066308687041e-01      -1.058101354401e-01      -1.095609822404e-01       7.729208427295e-02      -2.179424275685e-04       2.783005708736e+02 
       6.177670942299e-05      -2.300972245666e-05      -1.065055263664e-06      -7.728988726735e-01       2.232467711213e-01      -1.131793231096e-01      -1.071935841236e-01       7.536842084862e-02      -2.195997002242e-04       2.790760754984e+02 
       6.195477321723e-05      -2.320701353347e-05      -1.074188880282e-06      -7.764788200818e-01       2.422661739072e-01      -1.216835945219e-01      -1.048820707556e-01       7.349184277840e-02      -2.212704843136e-04       2.798537402007e+02 
       6.213335025853e-05      -2.340599884701e-05      -1.083400821813e-06      -7.799861764777e-01       2.616079406044e-01      -1.303501045221e-01      -1.026224925350e-01       7.165840237774e-02      -2.229548938905e-04       2.806335709986e+02 
       6.231244202627e-05      -2.360668993970e-05      -1.092691759424e-06      -7.834254754055e-01       2.791546558143e-01      -1.381890479360e-01      -1.004107561111e-01       6.986411554553e-02      -2.246530439850e-04       2.814155739283e+02 
       6.249205000408e-05      -2.380909928979e-05      -1.102062370048e-06      -7.868013226036e-01       2.927521877623e-01      -1.441934550691e-01      -9.824275471643e-02       6.810487487540e-02      -2.263650506121e-04       2.821997550443e+02 
       6.267217567988e-05      -2.401324811035e-05      -1.111513336430e-06      -7.901184464768e-01       3.002092463085e-01      -1.473389850775e-01      -9.611424741708e-02       6.637652504444e-02      -2.280910307801e-04       2.829861204193e+02 
       6.285282054586e-05      -2.421914544811e-05      -1.121045347198e-06      -7.933814412635e-01       2.994156403348e-01      -1.466391728160e-01      -9.402112744562e-02       6.467500847951e-02      -2.298311025009e-04       2.837746761436e+02 
       6.303398609853e-05      -2.442680690092e-05      -1.130659097129e-06      -7.965920000151e-01       2.902664844340e-01      -1.420443715503e-01      -9.196214066632e-02       6.299924034998e-02      -2.315853848299e-04       2.845654283135e+02 
       6.321567383871e-05      -2.463624744269e-05      -1.140355287175e-06      -7.997492704559e-01       2.743777028139e-01      -1.343088431098e-01      -8.993845560402e-02       6.135063451342e-02      -2.333539978696e-04       2.853583830335e+02 
       6.339788527153e-05      -2.484748547886e-05      -1.150134624317e-06      -8.028523140606e-01       2.534476696761e-01      -1.242253557218e-01      -8.795133981109e-02       5.973077541031e-02      -2.351370627525e-04       2.861535464255e+02 
       6.358062190648e-05      -2.506053598336e-05      -1.159997821615e-06      -8.059002050813e-01       2.292048045457e-01      -1.126007016660e-01      -8.600211003423e-02       5.814120978676e-02      -2.369347016490e-04       2.869509246299e+02 
       6.376388525738e-05      -2.527541143445e-05      -1.169945598259e-06      -8.088919800762e-01       2.034079361676e-01      -1.002558671257e-01      -8.409207024239e-02       5.658354636095e-02      -2.387470377766e-04       2.877505238054e+02 
       6.394767684243e-05      -2.549212992562e-05      -1.179978679621e-06      -8.118266641032e-01       1.778466701980e-01      -8.802620381095e-02      -8.222254804336e-02       5.505940662883e-02      -2.405741954084e-04       2.885523501289e+02 
       6.413199818421e-05      -2.571070362319e-05      -1.190097797312e-06      -8.147032956369e-01       1.543417607279e-01      -7.676160236966e-02      -8.039489596151e-02       5.357043508627e-02      -2.424162998827e-04       2.893564097957e+02 
       6.431685080966e-05      -2.593115405216e-05      -1.200303689229e-06      -8.175208741799e-01       1.347454856752e-01      -6.732666760514e-02      -7.861047929898e-02       5.211830114573e-02      -2.442734776119e-04       2.901627090199e+02 
       6.450223625015e-05      -2.615349306689e-05      -1.210597099617e-06      -8.202784017902e-01       1.209420260848e-01      -6.060089551685e-02      -7.687071127445e-02       5.070469849743e-02      -2.461458560919e-04       2.909712540339e+02 
       6.468815604146e-05      -2.637773938477e-05      -1.220978779096e-06      -8.229750728309e-01       1.146524852936e-01      -5.738769140645e-02      -7.517676232941e-02       4.933112660982e-02      -2.480335639072e-04       2.917820510879e+02 
       6.487461172378e-05      -2.660390797973e-05      -1.231449484535e-06      -8.256120456047e-01       1.156170167978e-01      -5.756611452873e-02      -7.352774249390e-02       4.799674406834e-02      -2.499367307004e-04       2.925951064426e+02 
       6.506160484175e-05      -2.683201413765e-05      -1.242009979185e-06      -8.281916846335e-01       1.223864974514e-01      -6.046028865324e-02      -7.192143355124e-02       4.669933265634e-02      -2.518554871995e-04       2.934104263720e+02 
       6.524913694447e-05      -2.706207907158e-05      -1.252661032854e-06      -8.307164259944e-01       1.334709275163e-01      -6.537526849150e-02      -7.035558150709e-02       4.543656618521e-02      -2.537899652521e-04       2.942280171687e+02 
       6.543720958550e-05      -2.729411214023e-05      -1.263403421967e-06      -8.331887562368e-01       1.473539570731e-01      -7.160381806507e-02      -6.882788317278e-02       4.420614082739e-02      -2.557402978354e-04       2.950478851442e+02 
       6.562582432286e-05      -2.752813767620e-05      -1.274237929623e-06      -8.356111983266e-01       1.624925669097e-01      -7.842626185730e-02      -6.733601108193e-02       4.300564414449e-02      -2.577066190659e-04       2.958700366285e+02 
       6.581498271909e-05      -2.776417065343e-05      -1.285165345650e-06      -8.379863103684e-01       1.773167460820e-01      -8.511033441268e-02      -6.587755279616e-02       4.183266242035e-02      -2.596890642093e-04       2.966944779707e+02 
       6.600468634122e-05      -2.800222355017e-05      -1.296186466665e-06      -8.403167367168e-01       1.902291661136e-01      -9.091102836885e-02      -6.445009523816e-02       4.068472252227e-02      -2.616877696906e-04       2.975212155386e+02 
       6.619493676079e-05      -2.824232038711e-05      -1.307302096134e-06      -8.426051466428e-01       1.996048518034e-01      -9.507044090596e-02      -6.305115185864e-02       3.955928998441e-02      -2.637028731037e-04       2.983502557192e+02 
       6.638573555388e-05      -2.848447364249e-05      -1.318513044426e-06      -8.448542694729e-01       2.037908486076e-01      -9.681761859817e-02      -6.167818946950e-02       3.845383034088e-02      -2.657345132216e-04       2.991816049185e+02 
       6.657708430110e-05      -2.872870484134e-05      -1.329820128866e-06      -8.470665547010e-01       2.013971225761e-01      -9.550415493944e-02      -6.032897643745e-02       3.736605190299e-02      -2.677828300032e-04       3.000152695604e+02 
       6.676898458765e-05      -2.897502552605e-05      -1.341224173725e-06      -8.492423313539e-01       1.929289499856e-01      -9.136509850720e-02      -5.900342842937e-02       3.629605242051e-02      -2.698479645841e-04       3.008512560808e+02 
       6.696143800325e-05      -2.922346377272e-05      -1.352726010328e-06      -8.513810634054e-01       1.796777757120e-01      -8.500194697509e-02      -5.770237408206e-02       3.524484389089e-02      -2.719300592998e-04       3.016895709315e+02 
       6.715444614223e-05      -2.947402831614e-05      -1.364326477145e-06      -8.534822014123e-01       1.629601315427e-01      -7.702788283532e-02      -5.642662989348e-02       3.421344917268e-02      -2.740292577058e-04       3.025302205836e+02 
       6.734801060353e-05      -2.972674068133e-05      -1.376026419853e-06      -8.555452106260e-01       1.441157988809e-01      -6.806691686672e-02      -5.517702386156e-02       3.320294095762e-02      -2.761457045875e-04       3.033732115274e+02 
       6.754213299066e-05      -2.998162208132e-05      -1.387826691395e-06      -8.575695422422e-01       1.245080901860e-01      -5.875401921180e-02      -5.395440953970e-02       3.221437979862e-02      -2.782795459714e-04       3.042185502725e+02 
       6.773681491178e-05      -3.023868780201e-05      -1.399728152049e-06      -8.595546104014e-01       1.055241333494e-01      -4.973525182059e-02      -5.275965198129e-02       3.124886138737e-02      -2.804309291351e-04       3.050662433481e+02 
       6.793205797968e-05      -3.049795593688e-05      -1.411731669485e-06      -8.614998803549e-01       8.857515903333e-02      -4.166790227450e-02      -5.159362901747e-02       3.030748333223e-02      -2.826000026190e-04       3.059162973027e+02 
       6.812786381180e-05      -3.075944832290e-05      -1.423838118834e-06      -8.634047541041e-01       7.509679100069e-02      -3.522061900342e-02      -5.045721656270e-02       2.939136688039e-02      -2.847869162361e-04       3.067687187044e+02 
       6.832423403024e-05      -3.102317962203e-05      -1.436048382747e-06      -8.652686713450e-01       6.654933946647e-02      -3.107354790978e-02      -4.935131800361e-02       2.850165627897e-02      -2.869918210841e-04       3.076235141409e+02 
       6.852117026176e-05      -3.128917447884e-05      -1.448363351435e-06      -8.670913637448e-01       6.401326923260e-02      -2.973000214018e-02      -4.827648086660e-02       2.763908433169e-02      -2.892148695483e-04       3.084806902183e+02 
       6.871867413784e-05      -3.155745098684e-05      -1.460783922642e-06      -8.688739653286e-01       6.682332200564e-02      -3.088057618783e-02      -4.723168229312e-02       2.680263776332e-02      -2.914562152898e-04       3.093402535569e+02 
       6.891674729464e-05      -3.182802474385e-05      -1.473311001795e-06      -8.706179985646e-01       7.382181137352e-02      -3.398661889083e-02      -4.621545859240e-02       2.599075832777e-02      -2.937160132781e-04       3.102022107949e+02 
       6.911539137304e-05      -3.210091977053e-05      -1.485945502101e-06      -8.723250236157e-01       8.383049164088e-02      -3.849991257679e-02      -4.522631221265e-02       2.520191013999e-02      -2.959944198110e-04       3.110665685903e+02 
       6.931460801864e-05      -3.237615447233e-05      -1.498688344619e-06      -8.739966364224e-01       9.565031735769e-02      -4.386256116799e-02      -4.426270726882e-02       2.443447234295e-02      -2.982915925256e-04       3.119333336212e+02 
       6.951439888182e-05      -3.265374725470e-05      -1.511540458323e-06      -8.756344584804e-01       1.080611915616e-01      -4.950687303286e-02      -4.332309637591e-02       2.368682471849e-02      -3.006076904104e-04       3.128025125855e+02 
       6.971476561768e-05      -3.293371933069e-05      -1.524502780172e-06      -8.772401585635e-01       1.198217113952e-01      -5.485524261583e-02      -4.240588295460e-02       2.295732085407e-02      -3.029428738167e-04       3.136741122012e+02 
       6.991570988609e-05      -3.321609503291e-05      -1.537576255180e-06      -8.788154060841e-01       1.296689110729e-01      -5.932003083403e-02      -4.150945828669e-02       2.224426833726e-02      -3.052973044702e-04       3.145481392064e+02 
       7.011723335174e-05      -3.350088933530e-05      -1.550761836482e-06      -8.803619439267e-01       1.363180021720e-01      -6.230344422867e-02      -4.063217723742e-02       2.154594856128e-02      -3.076711454831e-04       3.154246003594e+02 
       7.031933768408e-05      -3.378812407482e-05      -1.564060485409e-06      -8.818814900592e-01       1.384626088419e-01      -6.319764416050e-02      -3.977237103321e-02       2.086061864160e-02      -3.100645613657e-04       3.163035024388e+02 
       7.052202455739e-05      -3.407782327213e-05      -1.577473171492e-06      -8.833753727283e-01       1.353076494989e-01      -6.163243798132e-02      -3.892883281596e-02       2.018706022017e-02      -3.124777180244e-04       3.171848522378e+02 
       7.072529565077e-05      -3.437000564463e-05      -1.591000872422e-06      -8.848434826843e-01       1.275990179157e-01      -5.795388992220e-02      -3.810188011266e-02       1.952572435141e-02      -3.149107827455e-04       3.180686565524e+02 
       7.092915264817e-05      -3.466469178147e-05      -1.604644574259e-06      -8.862854666226e-01       1.163774063117e-01      -5.264507946719e-02      -3.729207194969e-02       1.887731764466e-02      -3.173639242415e-04       3.189549221960e+02 
       7.113359723838e-05      -3.496190383157e-05      -1.618405271538e-06      -8.877009584606e-01       1.027019566433e-01      -4.619765023955e-02      -3.649998204783e-02       1.824261954241e-02      -3.198373126709e-04       3.198436560019e+02 
       7.133863111506e-05      -3.526166550364e-05      -1.632283967343e-06      -8.890895921160e-01       8.765048420202e-02      -3.911191379337e-02      -3.572623204440e-02       1.762237434834e-02      -3.223311196506e-04       3.207348648238e+02 
       7.154425597677e-05      -3.556399551508e-05      -1.646281673376e-06      -8.904510034230e-01       7.231970354612e-02      -3.189695448793e-02      -3.497139438242e-02       1.701736086607e-02      -3.248455182687e-04       3.216285555356e+02 
       7.175047352695e-05      -3.586891788655e-05      -1.660399410037e-06      -8.917848377991e-01       5.782545678756e-02      -2.507073545533e-02      -3.423607856035e-02       1.642835981585e-02      -3.273806830968e-04       3.225247350316e+02 
       7.195728547394e-05      -3.617645414306e-05      -1.674638206496e-06      -8.930906933844e-01       4.530294425672e-02      -1.916020567213e-02      -3.352090557665e-02       1.585617555678e-02      -3.299367902032e-04       3.234234102266e+02 
       7.216469353102e-05      -3.648662861724e-05      -1.688999100769e-06      -8.943682175130e-01       3.590695756849e-02      -1.470140814538e-02      -3.282649706863e-02       1.530161180906e-02      -3.325140171654e-04       3.243245880561e+02 
       7.237269941642e-05      -3.679945971453e-05      -1.703483139793e-06      -8.956170070469e-01       3.080700947282e-02      -1.223722479646e-02      -3.215348745137e-02       1.476548443176e-02      -3.351125430834e-04       3.252282754760e+02 
       7.258130485328e-05      -3.711497457516e-05      -1.718091379449e-06      -8.968371482361e-01       3.053135458479e-02      -1.201359195799e-02      -3.150199747458e-02       1.424802661873e-02      -3.377325485781e-04       3.261344794620e+02 
       7.279051156975e-05      -3.743319472414e-05      -1.732824884587e-06      -8.980295297727e-01       3.430459677903e-02      -1.367274585027e-02      -3.087112566829e-02       1.374828642793e-02      -3.403742157908e-04       3.270432070083e+02 
       7.300032129895e-05      -3.775414137453e-05      -1.747684729193e-06      -8.991952243485e-01       4.118279969520e-02      -1.677889383764e-02      -3.025983703509e-02       1.326513175108e-02      -3.430377284206e-04       3.279544651297e+02 
       7.321073577897e-05      -3.807783917091e-05      -1.762671996486e-06      -9.003352803774e-01       5.020529956881e-02      -2.088851939294e-02      -2.966705824435e-02       1.279745220207e-02      -3.457232717414e-04       3.288682608620e+02 
       7.342175675295e-05      -3.840431213393e-05      -1.777787778993e-06      -9.014507935513e-01       6.039450253080e-02      -2.555028849598e-02      -2.909173002094e-02       1.234405497834e-02      -3.484310326153e-04       3.297846012619e+02 
       7.363338596903e-05      -3.873358490819e-05      -1.793033178634e-06      -9.025428742561e-01       7.075567979256e-02      -3.030495505532e-02      -2.853274261765e-02       1.190379391611e-02      -3.511611995066e-04       3.307034934072e+02 
       7.384562518039e-05      -3.906567870672e-05      -1.808409306797e-06      -9.036126539614e-01       8.027676069575e-02      -3.468526534422e-02      -2.798897542618e-02       1.147543851845e-02      -3.539139624951e-04       3.316249443968e+02 
       7.405847614526e-05      -3.940062066977e-05      -1.823917284426e-06      -9.046612794697e-01       8.792812360662e-02      -3.821586144109e-02      -2.745928228274e-02       1.105778192729e-02      -3.566895132906e-04       3.325489613509e+02 
       7.427194062696e-05      -3.973843263429e-05      -1.839558242099e-06      -9.056899205837e-01       9.266238463354e-02      -4.041318366487e-02      -2.694250680134e-02       1.064956936799e-02      -3.594880452465e-04       3.334755514111e+02 
       7.448602039386e-05      -4.007914174053e-05      -1.855333320109e-06      -9.066997707449e-01       9.343160696048e-02      -4.079334132822e-02      -2.643747790158e-02       1.024955820478e-02      -3.623097533734e-04       3.344047217401e+02 
       7.470071721946e-05      -4.042277232111e-05      -1.871243668438e-06      -9.076914400905e-01       8.994263156488e-02      -3.921760604271e-02      -2.594366019592e-02       9.857199633494e-03      -3.651548343271e-04       3.353364795134e+02 
       7.491603288234e-05      -4.076934902059e-05      -1.887290446791e-06      -9.086647452600e-01       8.296289990988e-02      -3.603229648646e-02      -2.546140698902e-02       9.472981125116e-03      -3.680234864121e-04       3.362708319161e+02 
       7.513196916624e-05      -4.111889585965e-05      -1.903474824830e-06      -9.096194428373e-01       7.335113831110e-02      -3.162540480241e-02      -2.499114441872e-02       9.097463622689e-03      -3.709159096300e-04       3.372077861536e+02 
       7.534852786001e-05      -4.147143717091e-05      -1.919797982270e-06      -9.105552887674e-01       6.198127228424e-02      -2.639179344744e-02      -2.453331140056e-02       8.731182513759e-03      -3.738323056972e-04       3.381473494527e+02 
       7.556571075768e-05      -4.182700383808e-05      -1.936261108965e-06      -9.114720268566e-01       4.974261065988e-02      -2.073327842638e-02      -2.408833471127e-02       8.374747296795e-03      -3.767728780594e-04       3.390895290618e+02 
       7.578351965844e-05      -4.218561707421e-05      -1.952865404995e-06      -9.123694021888e-01       3.754003161866e-02      -1.505871339429e-02      -2.365666476637e-02       8.028718914837e-03      -3.797378319065e-04       3.400343322506e+02 
       7.600195636666e-05      -4.254730401954e-05      -1.969612080753e-06      -9.132471707091e-01       2.629417066553e-02      -9.784074635345e-03      -2.323875198141e-02       7.693706866354e-03      -3.827273741878e-04       3.409817663107e+02 
       7.622102269192e-05      -4.291209212624e-05      -1.986502357039e-06      -9.141050640848e-01       1.694161056160e-02      -5.332546926758e-03      -2.283506082743e-02       7.370283594355e-03      -3.857417136270e-04       3.419318385553e+02 
       7.644072044902e-05      -4.328000915848e-05      -2.003537465144e-06      -9.149428261220e-01       1.043507323278e-02      -2.134610296462e-03      -2.244605321996e-02       7.059094374999e-03      -3.887810607375e-04       3.428845563192e+02 
       7.666105145797e-05      -4.365107913691e-05      -2.020718646937e-06      -9.157602140438e-01       7.703952518231e-03      -6.108952985885e-04      -2.207216807455e-02       6.760700790212e-03      -3.918456278366e-04       3.438399269592e+02 
