#  k              avgk        avgP-pSN       s_avgP       SN
# 
2.953097e-01 2.953348e-01 5.812092e+00 3.830353e-02 2.265891e+01
2.984513e-01 2.984582e-01 5.729786e+00 4.301556e-02 2.265891e+01
3.015929e-01 3.015856e-01 5.616236e+00 4.473591e-02 2.265891e+01
3.047345e-01 3.047346e-01 5.521933e+00 4.802968e-02 2.265891e+01
3.078761e-01 3.079061e-01 5.422214e+00 3.255003e-02 2.265891e+01
3.110177e-01 3.110513e-01 5.411832e+00 3.115322e-02 2.265891e+01
3.141593e-01 3.141832e-01 5.302693e+00 4.281799e-02 2.265891e+01
3.173009e-01 3.173233e-01 5.175067e+00 4.043420e-02 2.265891e+01
3.204425e-01 3.204700e-01 5.145177e+00 3.717267e-02 2.265891e+01
3.235840e-01 3.236188e-01 4.999980e+00 2.733299e-02 2.265891e+01
3.267256e-01 3.267386e-01 4.949828e+00 3.818982e-02 2.265891e+01
3.298672e-01 3.298821e-01 4.786231e+00 4.149815e-02 2.265891e+01
3.330088e-01 3.330378e-01 4.780381e+00 3.412869e-02 2.265891e+01
3.361504e-01 3.361703e-01 4.729107e+00 2.936808e-02 2.265891e+01
3.392920e-01 3.393042e-01 4.650107e+00 3.197838e-02 2.265891e+01
3.424336e-01 3.424570e-01 4.609107e+00 2.579199e-02 2.265891e+01
3.455752e-01 3.456128e-01 4.485500e+00 4.737802e-02 2.265891e+01
3.487168e-01 3.487358e-01 4.453172e+00 3.054648e-02 2.265891e+01
3.518584e-01 3.518656e-01 4.380788e+00 3.394507e-02 2.265891e+01
3.550000e-01 3.550111e-01 4.296298e+00 4.140843e-02 2.265891e+01
3.581416e-01 3.581628e-01 4.236065e+00 1.911981e-02 2.265891e+01
3.612832e-01 3.613007e-01 4.251518e+00 3.211878e-02 2.265891e+01
3.644247e-01 3.644361e-01 4.137411e+00 1.048475e-02 2.265891e+01
3.675663e-01 3.675942e-01 4.102375e+00 3.252497e-02 2.265891e+01
3.707079e-01 3.707345e-01 4.019165e+00 2.986865e-02 2.265891e+01
3.738495e-01 3.738555e-01 3.941482e+00 2.030129e-02 2.265891e+01
3.769911e-01 3.769945e-01 3.892471e+00 1.902722e-02 2.265891e+01
3.801327e-01 3.801460e-01 3.848151e+00 2.561849e-02 2.265891e+01
3.832743e-01 3.832949e-01 3.795439e+00 3.299139e-02 2.265891e+01
3.864159e-01 3.864372e-01 3.721508e+00 3.043611e-02 2.265891e+01
3.895575e-01 3.895750e-01 3.727846e+00 2.549351e-02 2.265891e+01
3.926991e-01 3.927261e-01 3.620499e+00 3.201784e-02 2.265891e+01
3.958407e-01 3.958707e-01 3.575934e+00 2.896804e-02 2.265891e+01
3.989823e-01 3.989973e-01 3.580803e+00 3.696066e-02 2.265891e+01
4.021239e-01 4.021289e-01 3.471734e+00 2.624510e-02 2.265891e+01
4.052655e-01 4.052812e-01 3.464015e+00 1.447198e-02 2.265891e+01
4.084070e-01 4.084324e-01 3.429289e+00 3.179630e-02 2.265891e+01
4.115486e-01 4.115631e-01 3.348337e+00 2.178977e-02 2.265891e+01
4.146902e-01 4.147058e-01 3.354603e+00 2.661620e-02 2.265891e+01
4.178318e-01 4.178560e-01 3.331640e+00 2.048843e-02 2.265891e+01
4.209734e-01 4.209977e-01 3.245678e+00 2.407966e-02 2.265891e+01
4.241150e-01 4.241299e-01 3.221113e+00 2.161794e-02 2.265891e+01
4.272566e-01 4.272653e-01 3.198295e+00 3.393592e-02 2.265891e+01
4.303982e-01 4.304221e-01 3.124977e+00 2.654547e-02 2.265891e+01
4.335398e-01 4.335700e-01 3.086131e+00 2.358514e-02 2.265891e+01
4.366814e-01 4.366977e-01 3.085752e+00 2.485758e-02 2.265891e+01
4.398230e-01 4.398326e-01 3.017694e+00 2.165555e-02 2.265891e+01
4.429646e-01 4.429785e-01 3.006824e+00 1.258709e-02 2.265891e+01
4.461062e-01 4.461270e-01 2.915299e+00 1.430140e-02 2.265891e+01
4.492477e-01 4.492612e-01 2.915102e+00 2.885940e-02 2.265891e+01
4.523893e-01 4.523875e-01 2.839295e+00 2.030056e-02 2.265891e+01
4.555309e-01 4.555308e-01 2.850981e+00 2.053595e-02 2.265891e+01
4.586725e-01 4.586829e-01 2.807122e+00 2.011793e-02 2.265891e+01
4.618141e-01 4.618286e-01 2.767745e+00 2.326884e-02 2.265891e+01
4.649557e-01 4.649727e-01 2.740619e+00 2.265118e-02 2.265891e+01
4.680973e-01 4.681226e-01 2.683090e+00 2.044436e-02 2.265891e+01
4.712389e-01 4.712698e-01 2.674306e+00 1.968518e-02 2.265891e+01
4.743805e-01 4.744061e-01 2.665299e+00 1.702050e-02 2.265891e+01
4.775221e-01 4.775360e-01 2.628155e+00 1.811666e-02 2.265891e+01
4.806637e-01 4.806779e-01 2.584212e+00 2.664105e-02 2.265891e+01
4.838053e-01 4.838277e-01 2.555502e+00 1.339708e-02 2.265891e+01
4.869469e-01 4.869663e-01 2.506222e+00 2.444080e-02 2.265891e+01
4.900885e-01 4.900998e-01 2.504837e+00 2.345607e-02 2.265891e+01
4.932300e-01 4.932447e-01 2.444105e+00 1.992064e-02 2.265891e+01
4.963716e-01 4.963900e-01 2.461972e+00 2.560124e-02 2.265891e+01
4.995132e-01 4.995184e-01 2.412810e+00 1.527723e-02 2.265891e+01
5.026548e-01 5.026554e-01 2.423965e+00 1.871812e-02 2.265891e+01
5.057964e-01 5.058132e-01 2.372261e+00 1.928239e-02 2.265891e+01
5.089380e-01 5.089592e-01 2.328418e+00 1.810431e-02 2.265891e+01
5.120796e-01 5.120992e-01 2.303102e+00 2.845327e-02 2.265891e+01
5.152212e-01 5.152366e-01 2.276044e+00 1.901810e-02 2.265891e+01
5.183628e-01 5.183792e-01 2.259590e+00 1.692337e-02 2.265891e+01
5.215044e-01 5.215170e-01 2.213936e+00 2.255331e-02 2.265891e+01
5.246460e-01 5.246512e-01 2.250092e+00 1.441556e-02 2.265891e+01
5.277876e-01 5.277969e-01 2.211340e+00 1.310378e-02 2.265891e+01
5.309292e-01 5.309361e-01 2.147191e+00 1.865899e-02 2.265891e+01
5.340708e-01 5.340894e-01 2.134160e+00 1.668165e-02 2.265891e+01
5.372123e-01 5.372354e-01 2.159019e+00 2.061036e-02 2.265891e+01
5.403539e-01 5.403689e-01 2.111074e+00 1.680448e-02 2.265891e+01
5.434955e-01 5.435106e-01 2.100993e+00 2.212646e-02 2.265891e+01
5.466371e-01 5.466576e-01 2.067717e+00 1.905656e-02 2.265891e+01
5.497787e-01 5.497943e-01 2.060341e+00 1.925182e-02 2.265891e+01
5.529203e-01 5.529241e-01 2.027408e+00 1.613301e-02 2.265891e+01
5.560619e-01 5.560675e-01 1.993885e+00 1.361554e-02 2.265891e+01
5.592035e-01 5.592146e-01 1.953256e+00 1.553857e-02 2.265891e+01
5.623451e-01 5.623582e-01 1.976819e+00 2.587779e-02 2.265891e+01
5.654867e-01 5.654984e-01 1.945467e+00 1.851239e-02 2.265891e+01
5.686283e-01 5.686426e-01 1.933240e+00 9.130894e-03 2.265891e+01
5.717699e-01 5.717860e-01 1.917174e+00 1.706085e-02 2.265891e+01
5.749115e-01 5.749242e-01 1.892863e+00 1.779454e-02 2.265891e+01
5.780530e-01 5.780656e-01 1.849755e+00 1.727359e-02 2.265891e+01
5.811946e-01 5.812101e-01 1.850556e+00 1.369971e-02 2.265891e+01
5.843362e-01 5.843531e-01 1.822080e+00 1.724749e-02 2.265891e+01
5.874778e-01 5.874948e-01 1.800089e+00 1.404133e-02 2.265891e+01
5.906194e-01 5.906374e-01 1.778195e+00 1.743765e-02 2.265891e+01
5.937610e-01 5.937817e-01 1.788383e+00 1.298525e-02 2.265891e+01
5.969026e-01 5.969120e-01 1.764472e+00 1.333775e-02 2.265891e+01
6.000442e-01 6.000472e-01 1.756047e+00 1.932362e-02 2.265891e+01
6.031858e-01 6.031927e-01 1.749746e+00 1.493821e-02 2.265891e+01
6.063274e-01 6.063293e-01 1.725228e+00 1.723106e-02 2.265891e+01
6.094690e-01 6.094754e-01 1.689399e+00 1.408378e-02 2.265891e+01
6.126106e-01 6.126208e-01 1.690336e+00 9.953276e-03 2.265891e+01
6.157522e-01 6.157665e-01 1.661401e+00 1.627599e-02 2.265891e+01
6.188938e-01 6.189120e-01 1.649756e+00 1.884528e-02 2.265891e+01
6.220353e-01 6.220527e-01 1.627754e+00 1.369588e-02 2.265891e+01
6.251769e-01 6.251934e-01 1.623442e+00 1.361505e-02 2.265891e+01
6.283185e-01 6.283268e-01 1.607180e+00 1.752077e-02 2.265891e+01
6.314601e-01 6.314680e-01 1.580426e+00 1.448134e-02 2.265891e+01
6.346017e-01 6.346172e-01 1.581456e+00 2.010738e-02 2.265891e+01
6.377433e-01 6.377577e-01 1.532425e+00 1.027967e-02 2.265891e+01
6.408849e-01 6.408939e-01 1.550152e+00 2.011899e-02 2.265891e+01
6.440265e-01 6.440402e-01 1.524024e+00 2.086730e-02 2.265891e+01
6.471681e-01 6.471810e-01 1.508748e+00 1.626661e-02 2.265891e+01
6.503097e-01 6.503144e-01 1.499557e+00 1.161891e-02 2.265891e+01
6.534513e-01 6.534578e-01 1.473766e+00 1.110376e-02 2.265891e+01
6.565929e-01 6.566076e-01 1.470357e+00 1.949472e-02 2.265891e+01
6.597345e-01 6.597535e-01 1.431255e+00 1.042048e-02 2.265891e+01
6.628761e-01 6.628926e-01 1.433524e+00 1.431918e-02 2.265891e+01
6.660176e-01 6.660291e-01 1.419664e+00 1.564648e-02 2.265891e+01
6.691592e-01 6.691707e-01 1.414787e+00 1.273823e-02 2.265891e+01
6.723008e-01 6.723174e-01 1.401744e+00 2.415155e-02 2.265891e+01
6.754424e-01 6.754542e-01 1.376041e+00 1.739633e-02 2.265891e+01
6.785840e-01 6.785882e-01 1.377037e+00 1.441384e-02 2.265891e+01
6.817256e-01 6.817340e-01 1.344574e+00 1.409166e-02 2.265891e+01
6.848672e-01 6.848783e-01 1.353371e+00 1.492944e-02 2.265891e+01
6.880088e-01 6.880165e-01 1.333026e+00 1.729909e-02 2.265891e+01
6.911504e-01 6.911574e-01 1.317847e+00 1.301830e-02 2.265891e+01
6.942920e-01 6.943055e-01 1.294348e+00 1.335718e-02 2.265891e+01
6.974336e-01 6.974482e-01 1.319693e+00 1.492387e-02 2.265891e+01
7.005752e-01 7.005836e-01 1.309450e+00 1.700664e-02 2.265891e+01
7.037168e-01 7.037177e-01 1.285831e+00 7.385767e-03 2.265891e+01
7.068583e-01 7.068619e-01 1.258965e+00 1.081947e-02 2.265891e+01
7.099999e-01 7.100142e-01 1.249300e+00 7.734242e-03 2.265891e+01
7.131415e-01 7.131540e-01 1.246323e+00 1.170757e-02 2.265891e+01
7.162831e-01 7.162927e-01 1.251050e+00 7.411065e-03 2.265891e+01
7.194247e-01 7.194390e-01 1.226736e+00 1.338838e-02 2.265891e+01
7.225663e-01 7.225843e-01 1.197134e+00 7.176996e-03 2.265891e+01
7.257079e-01 7.257178e-01 1.201988e+00 1.488639e-02 2.265891e+01
7.288495e-01 7.288576e-01 1.183535e+00 1.455200e-02 2.265891e+01
7.319911e-01 7.320073e-01 1.202781e+00 1.162848e-02 2.265891e+01
7.351327e-01 7.351562e-01 1.179777e+00 1.043674e-02 2.265891e+01
7.382743e-01 7.382931e-01 1.195263e+00 1.773636e-02 2.265891e+01
7.414159e-01 7.414243e-01 1.173668e+00 1.509806e-02 2.265891e+01
7.445575e-01 7.445676e-01 1.159328e+00 9.692552e-03 2.265891e+01
7.476991e-01 7.477055e-01 1.138120e+00 1.174229e-02 2.265891e+01
7.508406e-01 7.508449e-01 1.141335e+00 1.970299e-02 2.265891e+01
7.539822e-01 7.539871e-01 1.135459e+00 1.492901e-02 2.265891e+01
7.571238e-01 7.571283e-01 1.106619e+00 1.373936e-02 2.265891e+01
7.602654e-01 7.602748e-01 1.088061e+00 1.569743e-02 2.265891e+01
7.634070e-01 7.634149e-01 1.090733e+00 2.023113e-02 2.265891e+01
7.665486e-01 7.665577e-01 1.080215e+00 1.138406e-02 2.265891e+01
7.696902e-01 7.697059e-01 1.051703e+00 1.455735e-02 2.265891e+01
7.728318e-01 7.728479e-01 1.072155e+00 1.336519e-02 2.265891e+01
7.759734e-01 7.759855e-01 1.075869e+00 9.432639e-03 2.265891e+01
7.791150e-01 7.791234e-01 1.025578e+00 1.111723e-02 2.265891e+01
7.822566e-01 7.822679e-01 1.031137e+00 1.617469e-02 2.265891e+01
7.853982e-01 7.854090e-01 1.029518e+00 1.201704e-02 2.265891e+01
7.885398e-01 7.885471e-01 9.886700e-01 8.353504e-03 2.265891e+01
7.916813e-01 7.916912e-01 1.004284e+00 1.546049e-02 2.265891e+01
7.948229e-01 7.948362e-01 9.819124e-01 9.742595e-03 2.265891e+01
7.979645e-01 7.979769e-01 1.007784e+00 1.889305e-02 2.265891e+01
8.011061e-01 8.011092e-01 9.701100e-01 1.207216e-02 2.265891e+01
8.042477e-01 8.042493e-01 9.837420e-01 1.388133e-02 2.265891e+01
