#  k              avgk        avgP-pSN       s_avgP       SN
# 
3.455752e-01 3.456128e-01 9.720796e+00 4.646495e-02 2.302703e+01
3.487168e-01 3.487358e-01 9.603807e+00 3.560092e-02 2.302703e+01
3.518584e-01 3.518656e-01 9.382165e+00 4.332640e-02 2.302703e+01
3.550000e-01 3.550111e-01 9.269017e+00 3.480312e-02 2.302703e+01
3.581416e-01 3.581628e-01 9.159720e+00 4.782598e-02 2.302703e+01
3.612832e-01 3.613007e-01 9.044313e+00 3.610344e-02 2.302703e+01
3.644247e-01 3.644361e-01 8.843276e+00 3.139319e-02 2.302703e+01
3.675663e-01 3.675942e-01 8.665337e+00 2.736866e-02 2.302703e+01
3.707079e-01 3.707345e-01 8.588114e+00 4.110053e-02 2.302703e+01
3.738495e-01 3.738555e-01 8.484932e+00 4.128273e-02 2.302703e+01
3.769911e-01 3.769945e-01 8.341093e+00 3.542337e-02 2.302703e+01
3.801327e-01 3.801460e-01 8.190719e+00 2.087446e-02 2.302703e+01
3.832743e-01 3.832949e-01 8.073551e+00 3.607632e-02 2.302703e+01
3.864159e-01 3.864372e-01 7.927200e+00 2.491525e-02 2.302703e+01
3.895575e-01 3.895750e-01 7.798516e+00 3.712511e-02 2.302703e+01
3.926991e-01 3.927261e-01 7.706100e+00 2.837230e-02 2.302703e+01
3.958407e-01 3.958707e-01 7.606090e+00 3.453737e-02 2.302703e+01
3.989823e-01 3.989973e-01 7.561181e+00 2.190383e-02 2.302703e+01
4.021239e-01 4.021289e-01 7.409614e+00 1.737694e-02 2.302703e+01
4.052655e-01 4.052812e-01 7.278162e+00 2.279356e-02 2.302703e+01
4.084070e-01 4.084324e-01 7.133436e+00 2.457445e-02 2.302703e+01
4.115486e-01 4.115631e-01 7.077447e+00 1.808529e-02 2.302703e+01
4.146902e-01 4.147058e-01 6.988415e+00 2.260564e-02 2.302703e+01
4.178318e-01 4.178560e-01 6.900614e+00 3.060664e-02 2.302703e+01
4.209734e-01 4.209977e-01 6.774603e+00 2.753002e-02 2.302703e+01
4.241150e-01 4.241299e-01 6.662515e+00 2.742485e-02 2.302703e+01
4.272566e-01 4.272653e-01 6.594332e+00 2.660239e-02 2.302703e+01
4.303982e-01 4.304221e-01 6.511524e+00 3.009461e-02 2.302703e+01
4.335398e-01 4.335700e-01 6.394005e+00 3.138060e-02 2.302703e+01
4.366814e-01 4.366977e-01 6.311328e+00 2.884106e-02 2.302703e+01
4.398230e-01 4.398326e-01 6.237381e+00 2.731151e-02 2.302703e+01
4.429646e-01 4.429785e-01 6.167507e+00 4.169894e-02 2.302703e+01
4.461062e-01 4.461270e-01 6.105718e+00 2.876886e-02 2.302703e+01
4.492477e-01 4.492612e-01 6.002105e+00 2.689151e-02 2.302703e+01
4.523893e-01 4.523875e-01 5.927633e+00 1.731040e-02 2.302703e+01
4.555309e-01 4.555308e-01 5.881727e+00 3.507856e-02 2.302703e+01
4.586725e-01 4.586829e-01 5.755998e+00 2.842930e-02 2.302703e+01
4.618141e-01 4.618286e-01 5.662320e+00 1.823626e-02 2.302703e+01
4.649557e-01 4.649727e-01 5.592405e+00 1.748521e-02 2.302703e+01
4.680973e-01 4.681226e-01 5.555997e+00 1.801102e-02 2.302703e+01
4.712389e-01 4.712698e-01 5.432447e+00 2.139059e-02 2.302703e+01
4.743805e-01 4.744061e-01 5.414074e+00 2.483721e-02 2.302703e+01
4.775221e-01 4.775360e-01 5.311062e+00 2.149132e-02 2.302703e+01
4.806637e-01 4.806779e-01 5.202675e+00 2.952469e-02 2.302703e+01
4.838053e-01 4.838277e-01 5.157397e+00 2.007797e-02 2.302703e+01
4.869469e-01 4.869663e-01 5.091484e+00 2.116227e-02 2.302703e+01
4.900885e-01 4.900998e-01 5.040676e+00 2.220919e-02 2.302703e+01
4.932300e-01 4.932447e-01 4.986433e+00 2.013402e-02 2.302703e+01
4.963716e-01 4.963900e-01 4.921817e+00 1.764512e-02 2.302703e+01
4.995132e-01 4.995184e-01 4.869232e+00 1.656815e-02 2.302703e+01
5.026548e-01 5.026554e-01 4.821190e+00 1.648201e-02 2.302703e+01
5.057964e-01 5.058132e-01 4.764529e+00 2.207311e-02 2.302703e+01
5.089380e-01 5.089592e-01 4.678267e+00 2.029101e-02 2.302703e+01
5.120796e-01 5.120992e-01 4.649274e+00 2.400373e-02 2.302703e+01
5.152212e-01 5.152366e-01 4.581434e+00 1.520218e-02 2.302703e+01
5.183628e-01 5.183792e-01 4.512348e+00 1.876225e-02 2.302703e+01
5.215044e-01 5.215170e-01 4.474154e+00 1.894530e-02 2.302703e+01
5.246460e-01 5.246512e-01 4.393609e+00 2.076385e-02 2.302703e+01
5.277876e-01 5.277969e-01 4.337740e+00 1.641806e-02 2.302703e+01
5.309292e-01 5.309361e-01 4.284201e+00 2.627111e-02 2.302703e+01
5.340708e-01 5.340894e-01 4.278542e+00 1.436077e-02 2.302703e+01
5.372123e-01 5.372354e-01 4.187315e+00 1.609091e-02 2.302703e+01
5.403539e-01 5.403689e-01 4.138708e+00 2.435021e-02 2.302703e+01
5.434955e-01 5.435106e-01 4.097863e+00 1.357768e-02 2.302703e+01
5.466371e-01 5.466576e-01 4.066683e+00 2.345874e-02 2.302703e+01
5.497787e-01 5.497943e-01 4.016334e+00 1.938252e-02 2.302703e+01
5.529203e-01 5.529241e-01 3.953040e+00 1.747326e-02 2.302703e+01
5.560619e-01 5.560675e-01 3.905756e+00 1.609065e-02 2.302703e+01
5.592035e-01 5.592146e-01 3.862848e+00 1.103673e-02 2.302703e+01
5.623451e-01 5.623582e-01 3.809490e+00 2.080413e-02 2.302703e+01
5.654867e-01 5.654984e-01 3.754198e+00 1.530600e-02 2.302703e+01
5.686283e-01 5.686426e-01 3.723882e+00 1.510755e-02 2.302703e+01
5.717699e-01 5.717860e-01 3.718998e+00 2.253587e-02 2.302703e+01
5.749115e-01 5.749242e-01 3.659730e+00 1.107086e-02 2.302703e+01
5.780530e-01 5.780656e-01 3.622116e+00 1.754959e-02 2.302703e+01
5.811946e-01 5.812101e-01 3.540365e+00 2.163928e-02 2.302703e+01
5.843362e-01 5.843531e-01 3.513282e+00 9.750844e-03 2.302703e+01
5.874778e-01 5.874948e-01 3.466942e+00 1.322226e-02 2.302703e+01
5.906194e-01 5.906374e-01 3.431594e+00 2.231383e-02 2.302703e+01
5.937610e-01 5.937817e-01 3.413279e+00 1.165692e-02 2.302703e+01
5.969026e-01 5.969120e-01 3.370823e+00 1.545531e-02 2.302703e+01
6.000442e-01 6.000472e-01 3.337273e+00 1.651772e-02 2.302703e+01
6.031858e-01 6.031927e-01 3.286302e+00 1.470949e-02 2.302703e+01
6.063274e-01 6.063293e-01 3.237067e+00 2.715899e-02 2.302703e+01
6.094690e-01 6.094754e-01 3.228473e+00 1.768252e-02 2.302703e+01
6.126106e-01 6.126208e-01 3.183443e+00 2.670148e-02 2.302703e+01
6.157522e-01 6.157665e-01 3.131127e+00 2.456070e-02 2.302703e+01
6.188938e-01 6.189120e-01 3.103076e+00 1.135860e-02 2.302703e+01
6.220353e-01 6.220527e-01 3.087425e+00 2.069814e-02 2.302703e+01
6.251769e-01 6.251934e-01 3.013174e+00 1.547579e-02 2.302703e+01
6.283185e-01 6.283268e-01 2.973037e+00 1.589601e-02 2.302703e+01
6.314601e-01 6.314680e-01 2.969027e+00 1.572315e-02 2.302703e+01
6.346017e-01 6.346172e-01 2.921051e+00 1.724954e-02 2.302703e+01
6.377433e-01 6.377577e-01 2.880060e+00 1.983080e-02 2.302703e+01
6.408849e-01 6.408939e-01 2.849951e+00 2.090598e-02 2.302703e+01
6.440265e-01 6.440402e-01 2.848866e+00 1.066057e-02 2.302703e+01
6.471681e-01 6.471810e-01 2.805493e+00 2.083260e-02 2.302703e+01
6.503097e-01 6.503144e-01 2.787424e+00 1.606417e-02 2.302703e+01
6.534513e-01 6.534578e-01 2.732322e+00 1.062550e-02 2.302703e+01
6.565929e-01 6.566076e-01 2.708058e+00 1.608164e-02 2.302703e+01
6.597345e-01 6.597535e-01 2.669174e+00 7.401083e-03 2.302703e+01
6.628761e-01 6.628926e-01 2.693742e+00 1.675455e-02 2.302703e+01
6.660176e-01 6.660291e-01 2.646778e+00 1.145179e-02 2.302703e+01
6.691592e-01 6.691707e-01 2.615617e+00 1.209647e-02 2.302703e+01
6.723008e-01 6.723174e-01 2.560574e+00 2.104974e-02 2.302703e+01
6.754424e-01 6.754542e-01 2.552373e+00 1.182232e-02 2.302703e+01
6.785840e-01 6.785882e-01 2.524667e+00 1.572649e-02 2.302703e+01
6.817256e-01 6.817340e-01 2.481119e+00 2.021392e-02 2.302703e+01
6.848672e-01 6.848783e-01 2.466689e+00 1.073420e-02 2.302703e+01
6.880088e-01 6.880165e-01 2.423248e+00 1.141345e-02 2.302703e+01
6.911504e-01 6.911574e-01 2.423756e+00 1.075917e-02 2.302703e+01
6.942920e-01 6.943055e-01 2.395397e+00 1.259248e-02 2.302703e+01
6.974336e-01 6.974482e-01 2.351695e+00 1.567965e-02 2.302703e+01
7.005752e-01 7.005836e-01 2.337861e+00 1.147684e-02 2.302703e+01
7.037168e-01 7.037177e-01 2.306253e+00 1.089777e-02 2.302703e+01
7.068583e-01 7.068619e-01 2.282593e+00 9.884357e-03 2.302703e+01
7.099999e-01 7.100142e-01 2.285873e+00 1.324780e-02 2.302703e+01
7.131415e-01 7.131540e-01 2.232985e+00 1.127882e-02 2.302703e+01
7.162831e-01 7.162927e-01 2.207605e+00 1.314687e-02 2.302703e+01
7.194247e-01 7.194390e-01 2.208448e+00 1.424034e-02 2.302703e+01
7.225663e-01 7.225843e-01 2.178053e+00 1.060938e-02 2.302703e+01
7.257079e-01 7.257178e-01 2.154723e+00 1.577747e-02 2.302703e+01
7.288495e-01 7.288576e-01 2.124711e+00 1.191255e-02 2.302703e+01
7.319911e-01 7.320073e-01 2.111979e+00 8.596913e-03 2.302703e+01
7.351327e-01 7.351562e-01 2.059504e+00 8.508967e-03 2.302703e+01
7.382743e-01 7.382931e-01 2.065110e+00 1.635930e-02 2.302703e+01
7.414159e-01 7.414243e-01 2.027803e+00 1.127603e-02 2.302703e+01
7.445575e-01 7.445676e-01 2.010863e+00 1.199737e-02 2.302703e+01
7.476991e-01 7.477055e-01 2.000278e+00 8.487725e-03 2.302703e+01
7.508406e-01 7.508449e-01 1.993547e+00 1.055973e-02 2.302703e+01
7.539822e-01 7.539871e-01 1.948721e+00 1.197355e-02 2.302703e+01
7.571238e-01 7.571283e-01 1.942599e+00 1.968564e-02 2.302703e+01
7.602654e-01 7.602748e-01 1.901417e+00 1.676396e-02 2.302703e+01
7.634070e-01 7.634149e-01 1.898141e+00 1.233258e-02 2.302703e+01
7.665486e-01 7.665577e-01 1.873888e+00 1.457884e-02 2.302703e+01
7.696902e-01 7.697059e-01 1.861196e+00 1.512684e-02 2.302703e+01
7.728318e-01 7.728479e-01 1.830914e+00 1.407886e-02 2.302703e+01
7.759734e-01 7.759855e-01 1.826224e+00 1.309449e-02 2.302703e+01
7.791150e-01 7.791234e-01 1.793247e+00 1.292566e-02 2.302703e+01
7.822566e-01 7.822679e-01 1.773084e+00 1.260358e-02 2.302703e+01
7.853982e-01 7.854090e-01 1.758488e+00 1.066067e-02 2.302703e+01
7.885398e-01 7.885471e-01 1.758152e+00 7.121634e-03 2.302703e+01
7.916813e-01 7.916912e-01 1.698558e+00 1.294541e-02 2.302703e+01
7.948229e-01 7.948362e-01 1.688111e+00 1.526331e-02 2.302703e+01
7.979645e-01 7.979769e-01 1.696480e+00 1.813625e-02 2.302703e+01
8.011061e-01 8.011092e-01 1.703189e+00 1.196268e-02 2.302703e+01
8.042477e-01 8.042493e-01 1.641463e+00 1.142549e-02 2.302703e+01
