#  k              avgk        avgP-pSN       s_avgP       SN
# 
5.623451e-01 5.623582e-01 3.843661e+00 4.332709e-02 4.735722e+01
5.654867e-01 5.654984e-01 3.761360e+00 4.009995e-02 4.735722e+01
5.686283e-01 5.686426e-01 3.757166e+00 4.339337e-02 4.735722e+01
5.717699e-01 5.717860e-01 3.795571e+00 2.548184e-02 4.735722e+01
5.749115e-01 5.749242e-01 3.652171e+00 2.734951e-02 4.735722e+01
5.780530e-01 5.780656e-01 3.708781e+00 4.528880e-02 4.735722e+01
5.811946e-01 5.812101e-01 3.592770e+00 3.994115e-02 4.735722e+01
5.843362e-01 5.843531e-01 3.600044e+00 3.874742e-02 4.735722e+01
5.874778e-01 5.874948e-01 3.531872e+00 3.470524e-02 4.735722e+01
5.906194e-01 5.906374e-01 3.491414e+00 3.455944e-02 4.735722e+01
5.937610e-01 5.937817e-01 3.499093e+00 2.221650e-02 4.735722e+01
5.969026e-01 5.969120e-01 3.431929e+00 3.387297e-02 4.735722e+01
6.000442e-01 6.000472e-01 3.403338e+00 3.398117e-02 4.735722e+01
6.031858e-01 6.031927e-01 3.282628e+00 4.469545e-02 4.735722e+01
6.063274e-01 6.063293e-01 3.312908e+00 2.887988e-02 4.735722e+01
6.094690e-01 6.094754e-01 3.353813e+00 2.734435e-02 4.735722e+01
6.126106e-01 6.126208e-01 3.281442e+00 3.237315e-02 4.735722e+01
6.157522e-01 6.157665e-01 3.264482e+00 2.237623e-02 4.735722e+01
6.188938e-01 6.189120e-01 3.207838e+00 2.658012e-02 4.735722e+01
6.220353e-01 6.220527e-01 3.148236e+00 3.364239e-02 4.735722e+01
6.251769e-01 6.251934e-01 3.156768e+00 1.373827e-02 4.735722e+01
6.283185e-01 6.283268e-01 3.066290e+00 2.979697e-02 4.735722e+01
6.314601e-01 6.314680e-01 3.114934e+00 3.248357e-02 4.735722e+01
6.346017e-01 6.346172e-01 3.036401e+00 2.136514e-02 4.735722e+01
6.377433e-01 6.377577e-01 3.111656e+00 4.170482e-02 4.735722e+01
6.408849e-01 6.408939e-01 2.980499e+00 2.503567e-02 4.735722e+01
6.440265e-01 6.440402e-01 2.952603e+00 2.763108e-02 4.735722e+01
6.471681e-01 6.471810e-01 2.993706e+00 3.923955e-02 4.735722e+01
6.503097e-01 6.503144e-01 2.949065e+00 3.840288e-02 4.735722e+01
6.534513e-01 6.534578e-01 2.835058e+00 4.002063e-02 4.735722e+01
6.565929e-01 6.566076e-01 2.852734e+00 3.509605e-02 4.735722e+01
6.597345e-01 6.597535e-01 2.807572e+00 3.542973e-02 4.735722e+01
6.628761e-01 6.628926e-01 2.806085e+00 3.986370e-02 4.735722e+01
6.660176e-01 6.660291e-01 2.808087e+00 2.100864e-02 4.735722e+01
6.691592e-01 6.691707e-01 2.708188e+00 2.418573e-02 4.735722e+01
6.723008e-01 6.723174e-01 2.682661e+00 2.515241e-02 4.735722e+01
6.754424e-01 6.754542e-01 2.682975e+00 2.135306e-02 4.735722e+01
6.785840e-01 6.785882e-01 2.630591e+00 3.556541e-02 4.735722e+01
6.817256e-01 6.817340e-01 2.672082e+00 2.061766e-02 4.735722e+01
6.848672e-01 6.848783e-01 2.602956e+00 2.584445e-02 4.735722e+01
6.880088e-01 6.880165e-01 2.608510e+00 3.719317e-02 4.735722e+01
6.911504e-01 6.911574e-01 2.596337e+00 1.742827e-02 4.735722e+01
6.942920e-01 6.943055e-01 2.565151e+00 3.407960e-02 4.735722e+01
6.974336e-01 6.974482e-01 2.620646e+00 2.194124e-02 4.735722e+01
7.005752e-01 7.005836e-01 2.533393e+00 2.685191e-02 4.735722e+01
7.037168e-01 7.037177e-01 2.513971e+00 2.552127e-02 4.735722e+01
7.068583e-01 7.068619e-01 2.499292e+00 2.347600e-02 4.735722e+01
7.099999e-01 7.100142e-01 2.393192e+00 2.952538e-02 4.735722e+01
7.131415e-01 7.131540e-01 2.489841e+00 2.210309e-02 4.735722e+01
7.162831e-01 7.162927e-01 2.398354e+00 2.806785e-02 4.735722e+01
7.194247e-01 7.194390e-01 2.406990e+00 4.389521e-02 4.735722e+01
7.225663e-01 7.225843e-01 2.389671e+00 2.516156e-02 4.735722e+01
7.257079e-01 7.257178e-01 2.349307e+00 2.628284e-02 4.735722e+01
7.288495e-01 7.288576e-01 2.318399e+00 2.182450e-02 4.735722e+01
7.319911e-01 7.320073e-01 2.268004e+00 3.342287e-02 4.735722e+01
7.351327e-01 7.351562e-01 2.258023e+00 2.227590e-02 4.735722e+01
7.382743e-01 7.382931e-01 2.253287e+00 1.977133e-02 4.735722e+01
7.414159e-01 7.414243e-01 2.286942e+00 3.349970e-02 4.735722e+01
7.445575e-01 7.445676e-01 2.195539e+00 2.341127e-02 4.735722e+01
7.476991e-01 7.477055e-01 2.207046e+00 2.543133e-02 4.735722e+01
7.508406e-01 7.508449e-01 2.152518e+00 3.494223e-02 4.735722e+01
7.539822e-01 7.539871e-01 2.174602e+00 2.614345e-02 4.735722e+01
7.571238e-01 7.571283e-01 2.185146e+00 2.605458e-02 4.735722e+01
7.602654e-01 7.602748e-01 2.096515e+00 1.695779e-02 4.735722e+01
7.634070e-01 7.634149e-01 2.099222e+00 2.167987e-02 4.735722e+01
7.665486e-01 7.665577e-01 2.092453e+00 3.113336e-02 4.735722e+01
7.696902e-01 7.697059e-01 2.055733e+00 3.411858e-02 4.735722e+01
7.728318e-01 7.728479e-01 2.058198e+00 3.836564e-02 4.735722e+01
7.759734e-01 7.759855e-01 2.049772e+00 1.617670e-02 4.735722e+01
7.791150e-01 7.791234e-01 2.063647e+00 3.200863e-02 4.735722e+01
7.822566e-01 7.822679e-01 1.972157e+00 2.816431e-02 4.735722e+01
7.853982e-01 7.854090e-01 2.026452e+00 2.662000e-02 4.735722e+01
7.885398e-01 7.885471e-01 1.924712e+00 3.671383e-02 4.735722e+01
7.916813e-01 7.916912e-01 1.930328e+00 1.911002e-02 4.735722e+01
7.948229e-01 7.948362e-01 1.945203e+00 2.050753e-02 4.735722e+01
7.979645e-01 7.979769e-01 1.954118e+00 2.485203e-02 4.735722e+01
8.011061e-01 8.011092e-01 1.923294e+00 1.965972e-02 4.735722e+01
8.042477e-01 8.042493e-01 1.890531e+00 1.583911e-02 4.735722e+01
