#  k              avgk        avgP-pSN       s_avgP       SN
# 
1.853540e-01 1.853820e-01 4.153440e+01 2.060310e-01 4.661511e+01
1.884956e-01 1.885270e-01 4.081499e+01 1.630925e-01 4.661511e+01
1.916372e-01 1.916794e-01 3.967289e+01 1.018882e-01 4.661511e+01
1.947787e-01 1.948257e-01 3.847951e+01 2.219782e-01 4.661511e+01
1.979203e-01 1.979385e-01 3.781625e+01 1.482535e-01 4.661511e+01
2.010619e-01 2.010563e-01 3.686088e+01 1.454537e-01 4.661511e+01
2.042035e-01 2.042269e-01 3.598327e+01 1.197643e-01 4.661511e+01
2.073451e-01 2.073848e-01 3.522504e+01 2.145511e-01 4.661511e+01
2.104867e-01 2.105272e-01 3.418931e+01 1.031634e-01 4.661511e+01
2.136283e-01 2.136644e-01 3.321534e+01 1.285439e-01 4.661511e+01
2.167699e-01 2.168107e-01 3.268015e+01 1.712622e-01 4.661511e+01
2.199115e-01 2.199591e-01 3.158759e+01 8.979318e-02 4.661511e+01
2.230531e-01 2.230742e-01 3.092324e+01 1.462896e-01 4.661511e+01
2.261947e-01 2.262094e-01 3.029514e+01 1.325827e-01 4.661511e+01
2.293363e-01 2.293577e-01 2.974548e+01 1.502132e-01 4.661511e+01
2.324779e-01 2.325128e-01 2.934196e+01 9.529818e-02 4.661511e+01
2.356194e-01 2.356571e-01 2.858850e+01 1.347185e-01 4.661511e+01
2.387610e-01 2.387902e-01 2.842234e+01 7.319060e-02 4.661511e+01
2.419026e-01 2.419406e-01 2.771592e+01 1.549968e-01 4.661511e+01
2.450442e-01 2.450751e-01 2.716383e+01 1.505963e-01 4.661511e+01
2.481858e-01 2.481998e-01 2.677343e+01 1.145614e-01 4.661511e+01
2.513274e-01 2.513331e-01 2.637508e+01 1.572509e-01 4.661511e+01
2.544690e-01 2.544823e-01 2.573848e+01 9.801523e-02 4.661511e+01
2.576106e-01 2.576375e-01 2.528084e+01 1.098869e-01 4.661511e+01
2.607522e-01 2.607833e-01 2.476304e+01 1.199279e-01 4.661511e+01
2.638938e-01 2.639145e-01 2.423364e+01 1.642207e-01 4.661511e+01
2.670354e-01 2.670582e-01 2.395924e+01 1.215773e-01 4.661511e+01
2.701770e-01 2.702154e-01 2.342032e+01 8.318043e-02 4.661511e+01
2.733186e-01 2.733490e-01 2.284946e+01 1.002202e-01 4.661511e+01
2.764602e-01 2.764800e-01 2.245431e+01 1.039365e-01 4.661511e+01
2.796017e-01 2.796222e-01 2.205391e+01 1.203222e-01 4.661511e+01
2.827433e-01 2.827775e-01 2.166545e+01 1.115866e-01 4.661511e+01
2.858849e-01 2.859274e-01 2.124719e+01 7.763207e-02 4.661511e+01
2.890265e-01 2.890615e-01 2.108372e+01 1.068403e-01 4.661511e+01
2.921681e-01 2.922029e-01 2.055459e+01 1.008710e-01 4.661511e+01
2.953097e-01 2.953348e-01 2.031119e+01 7.869357e-02 4.661511e+01
2.984513e-01 2.984582e-01 2.015906e+01 8.962460e-02 4.661511e+01
3.015929e-01 3.015856e-01 1.963819e+01 8.233990e-02 4.661511e+01
3.047345e-01 3.047346e-01 1.928822e+01 8.991471e-02 4.661511e+01
3.078761e-01 3.079061e-01 1.912118e+01 7.762855e-02 4.661511e+01
3.110177e-01 3.110513e-01 1.898398e+01 8.853249e-02 4.661511e+01
3.141593e-01 3.141832e-01 1.835969e+01 9.393039e-02 4.661511e+01
3.173009e-01 3.173233e-01 1.807496e+01 8.314677e-02 4.661511e+01
3.204425e-01 3.204700e-01 1.781312e+01 8.889031e-02 4.661511e+01
3.235840e-01 3.236188e-01 1.767007e+01 7.548162e-02 4.661511e+01
3.267256e-01 3.267386e-01 1.741076e+01 7.586291e-02 4.661511e+01
3.298672e-01 3.298821e-01 1.710470e+01 7.584603e-02 4.661511e+01
3.330088e-01 3.330378e-01 1.687153e+01 5.104250e-02 4.661511e+01
3.361504e-01 3.361703e-01 1.668787e+01 7.752512e-02 4.661511e+01
3.392920e-01 3.393042e-01 1.632330e+01 1.067495e-01 4.661511e+01
3.424336e-01 3.424570e-01 1.606923e+01 1.107715e-01 4.661511e+01
3.455752e-01 3.456128e-01 1.578558e+01 8.281788e-02 4.661511e+01
3.487168e-01 3.487358e-01 1.562124e+01 7.291193e-02 4.661511e+01
3.518584e-01 3.518656e-01 1.538032e+01 1.250503e-01 4.661511e+01
3.550000e-01 3.550111e-01 1.509957e+01 7.789975e-02 4.661511e+01
3.581416e-01 3.581628e-01 1.493036e+01 8.013573e-02 4.661511e+01
3.612832e-01 3.613007e-01 1.482306e+01 4.492919e-02 4.661511e+01
3.644247e-01 3.644361e-01 1.454313e+01 5.539739e-02 4.661511e+01
3.675663e-01 3.675942e-01 1.427463e+01 5.408803e-02 4.661511e+01
3.707079e-01 3.707345e-01 1.407123e+01 4.823658e-02 4.661511e+01
3.738495e-01 3.738555e-01 1.388286e+01 8.466513e-02 4.661511e+01
3.769911e-01 3.769945e-01 1.371848e+01 6.992621e-02 4.661511e+01
3.801327e-01 3.801460e-01 1.359080e+01 8.994192e-02 4.661511e+01
3.832743e-01 3.832949e-01 1.332844e+01 7.963365e-02 4.661511e+01
3.864159e-01 3.864372e-01 1.318767e+01 7.264177e-02 4.661511e+01
3.895575e-01 3.895750e-01 1.306321e+01 8.979621e-02 4.661511e+01
3.926991e-01 3.927261e-01 1.281298e+01 5.712821e-02 4.661511e+01
3.958407e-01 3.958707e-01 1.265828e+01 5.279520e-02 4.661511e+01
3.989823e-01 3.989973e-01 1.253024e+01 8.150669e-02 4.661511e+01
4.021239e-01 4.021289e-01 1.234716e+01 5.749718e-02 4.661511e+01
4.052655e-01 4.052812e-01 1.208389e+01 4.368463e-02 4.661511e+01
4.084070e-01 4.084324e-01 1.188499e+01 6.110606e-02 4.661511e+01
4.115486e-01 4.115631e-01 1.183990e+01 4.854948e-02 4.661511e+01
4.146902e-01 4.147058e-01 1.161480e+01 5.025663e-02 4.661511e+01
4.178318e-01 4.178560e-01 1.147047e+01 4.046617e-02 4.661511e+01
4.209734e-01 4.209977e-01 1.133514e+01 3.458661e-02 4.661511e+01
4.241150e-01 4.241299e-01 1.115075e+01 5.742880e-02 4.661511e+01
4.272566e-01 4.272653e-01 1.102222e+01 5.499689e-02 4.661511e+01
4.303982e-01 4.304221e-01 1.087341e+01 7.226199e-02 4.661511e+01
4.335398e-01 4.335700e-01 1.077891e+01 5.065013e-02 4.661511e+01
4.366814e-01 4.366977e-01 1.064929e+01 5.646044e-02 4.661511e+01
4.398230e-01 4.398326e-01 1.054641e+01 3.345754e-02 4.661511e+01
4.429646e-01 4.429785e-01 1.038080e+01 4.478805e-02 4.661511e+01
4.461062e-01 4.461270e-01 1.022968e+01 3.557329e-02 4.661511e+01
4.492477e-01 4.492612e-01 1.007463e+01 4.320486e-02 4.661511e+01
4.523893e-01 4.523875e-01 1.002415e+01 5.260544e-02 4.661511e+01
4.555309e-01 4.555308e-01 9.862808e+00 2.744907e-02 4.661511e+01
4.586725e-01 4.586829e-01 9.787665e+00 7.632467e-02 4.661511e+01
4.618141e-01 4.618286e-01 9.594101e+00 4.419912e-02 4.661511e+01
4.649557e-01 4.649727e-01 9.511783e+00 3.728893e-02 4.661511e+01
4.680973e-01 4.681226e-01 9.377797e+00 3.702654e-02 4.661511e+01
4.712389e-01 4.712698e-01 9.296526e+00 5.172127e-02 4.661511e+01
4.743805e-01 4.744061e-01 9.109898e+00 5.647974e-02 4.661511e+01
4.775221e-01 4.775360e-01 9.032922e+00 5.746224e-02 4.661511e+01
4.806637e-01 4.806779e-01 8.916657e+00 2.699178e-02 4.661511e+01
4.838053e-01 4.838277e-01 8.905153e+00 3.383732e-02 4.661511e+01
4.869469e-01 4.869663e-01 8.726489e+00 3.096785e-02 4.661511e+01
4.900885e-01 4.900998e-01 8.626453e+00 4.157453e-02 4.661511e+01
4.932300e-01 4.932447e-01 8.504811e+00 4.634143e-02 4.661511e+01
4.963716e-01 4.963900e-01 8.329537e+00 6.240583e-02 4.661511e+01
4.995132e-01 4.995184e-01 8.344643e+00 3.259796e-02 4.661511e+01
5.026548e-01 5.026554e-01 8.244927e+00 3.971733e-02 4.661511e+01
5.057964e-01 5.058132e-01 8.188823e+00 4.445684e-02 4.661511e+01
5.089380e-01 5.089592e-01 8.062007e+00 4.573475e-02 4.661511e+01
5.120796e-01 5.120992e-01 7.862900e+00 4.078690e-02 4.661511e+01
5.152212e-01 5.152366e-01 7.835240e+00 3.204728e-02 4.661511e+01
5.183628e-01 5.183792e-01 7.779413e+00 3.964976e-02 4.661511e+01
5.215044e-01 5.215170e-01 7.625158e+00 3.490893e-02 4.661511e+01
5.246460e-01 5.246512e-01 7.542185e+00 2.410102e-02 4.661511e+01
5.277876e-01 5.277969e-01 7.454323e+00 5.371697e-02 4.661511e+01
5.309292e-01 5.309361e-01 7.386065e+00 4.230250e-02 4.661511e+01
5.340708e-01 5.340894e-01 7.340213e+00 4.673747e-02 4.661511e+01
5.372123e-01 5.372354e-01 7.199770e+00 3.239079e-02 4.661511e+01
5.403539e-01 5.403689e-01 7.156456e+00 4.646074e-02 4.661511e+01
5.434955e-01 5.435106e-01 7.097544e+00 2.920497e-02 4.661511e+01
5.466371e-01 5.466576e-01 6.935173e+00 2.586433e-02 4.661511e+01
5.497787e-01 5.497943e-01 6.974547e+00 2.273197e-02 4.661511e+01
5.529203e-01 5.529241e-01 6.888727e+00 3.783490e-02 4.661511e+01
5.560619e-01 5.560675e-01 6.767971e+00 4.551810e-02 4.661511e+01
5.592035e-01 5.592146e-01 6.639244e+00 3.917077e-02 4.661511e+01
5.623451e-01 5.623582e-01 6.600789e+00 4.258987e-02 4.661511e+01
5.654867e-01 5.654984e-01 6.506350e+00 5.184953e-02 4.661511e+01
5.686283e-01 5.686426e-01 6.466729e+00 2.710523e-02 4.661511e+01
5.717699e-01 5.717860e-01 6.358363e+00 3.430046e-02 4.661511e+01
5.749115e-01 5.749242e-01 6.285443e+00 2.836618e-02 4.661511e+01
5.780530e-01 5.780656e-01 6.310750e+00 3.297742e-02 4.661511e+01
5.811946e-01 5.812101e-01 6.219534e+00 2.376430e-02 4.661511e+01
5.843362e-01 5.843531e-01 6.186848e+00 3.575738e-02 4.661511e+01
5.874778e-01 5.874948e-01 5.993565e+00 2.587843e-02 4.661511e+01
5.906194e-01 5.906374e-01 5.952938e+00 4.167334e-02 4.661511e+01
5.937610e-01 5.937817e-01 5.925523e+00 4.921010e-02 4.661511e+01
5.969026e-01 5.969120e-01 5.846693e+00 3.386798e-02 4.661511e+01
6.000442e-01 6.000472e-01 5.770838e+00 2.926326e-02 4.661511e+01
6.031858e-01 6.031927e-01 5.708135e+00 2.877509e-02 4.661511e+01
6.063274e-01 6.063293e-01 5.701109e+00 2.432450e-02 4.661511e+01
6.094690e-01 6.094754e-01 5.550171e+00 3.510508e-02 4.661511e+01
6.126106e-01 6.126208e-01 5.579143e+00 2.898936e-02 4.661511e+01
6.157522e-01 6.157665e-01 5.439953e+00 2.504814e-02 4.661511e+01
6.188938e-01 6.189120e-01 5.427433e+00 3.325505e-02 4.661511e+01
6.220353e-01 6.220527e-01 5.437809e+00 3.916328e-02 4.661511e+01
6.251769e-01 6.251934e-01 5.320417e+00 3.876274e-02 4.661511e+01
6.283185e-01 6.283268e-01 5.235748e+00 4.029015e-02 4.661511e+01
6.314601e-01 6.314680e-01 5.215794e+00 3.536552e-02 4.661511e+01
6.346017e-01 6.346172e-01 5.127472e+00 3.050942e-02 4.661511e+01
6.377433e-01 6.377577e-01 5.126407e+00 4.136307e-02 4.661511e+01
6.408849e-01 6.408939e-01 5.020649e+00 4.182868e-02 4.661511e+01
6.440265e-01 6.440402e-01 5.034109e+00 3.497987e-02 4.661511e+01
6.471681e-01 6.471810e-01 4.906696e+00 4.361973e-02 4.661511e+01
6.503097e-01 6.503144e-01 4.828688e+00 4.015216e-02 4.661511e+01
6.534513e-01 6.534578e-01 4.839267e+00 3.263086e-02 4.661511e+01
6.565929e-01 6.566076e-01 4.805937e+00 3.175099e-02 4.661511e+01
6.597345e-01 6.597535e-01 4.758711e+00 2.631055e-02 4.661511e+01
6.628761e-01 6.628926e-01 4.661581e+00 2.622247e-02 4.661511e+01
6.660176e-01 6.660291e-01 4.681216e+00 2.428998e-02 4.661511e+01
6.691592e-01 6.691707e-01 4.590405e+00 3.556815e-02 4.661511e+01
6.723008e-01 6.723174e-01 4.588900e+00 3.936986e-02 4.661511e+01
6.754424e-01 6.754542e-01 4.488140e+00 1.911557e-02 4.661511e+01
6.785840e-01 6.785882e-01 4.406485e+00 3.679069e-02 4.661511e+01
6.817256e-01 6.817340e-01 4.384801e+00 3.398378e-02 4.661511e+01
6.848672e-01 6.848783e-01 4.358091e+00 3.455508e-02 4.661511e+01
6.880088e-01 6.880165e-01 4.330817e+00 2.463313e-02 4.661511e+01
6.911504e-01 6.911574e-01 4.237636e+00 3.419430e-02 4.661511e+01
6.942920e-01 6.943055e-01 4.226527e+00 2.317434e-02 4.661511e+01
6.974336e-01 6.974482e-01 4.142878e+00 3.887026e-02 4.661511e+01
7.005752e-01 7.005836e-01 4.141121e+00 2.786409e-02 4.661511e+01
7.037168e-01 7.037177e-01 4.081327e+00 2.036788e-02 4.661511e+01
7.068583e-01 7.068619e-01 4.023632e+00 2.171641e-02 4.661511e+01
7.099999e-01 7.100142e-01 4.021512e+00 2.968969e-02 4.661511e+01
7.131415e-01 7.131540e-01 3.913741e+00 2.001975e-02 4.661511e+01
7.162831e-01 7.162927e-01 3.863599e+00 3.096698e-02 4.661511e+01
7.194247e-01 7.194390e-01 3.906284e+00 2.585346e-02 4.661511e+01
7.225663e-01 7.225843e-01 3.832125e+00 2.927402e-02 4.661511e+01
7.257079e-01 7.257178e-01 3.764095e+00 2.643622e-02 4.661511e+01
7.288495e-01 7.288576e-01 3.723566e+00 2.229297e-02 4.661511e+01
7.319911e-01 7.320073e-01 3.723071e+00 2.747956e-02 4.661511e+01
7.351327e-01 7.351562e-01 3.669565e+00 2.590458e-02 4.661511e+01
7.382743e-01 7.382931e-01 3.648586e+00 3.739567e-02 4.661511e+01
7.414159e-01 7.414243e-01 3.666040e+00 1.852300e-02 4.661511e+01
7.445575e-01 7.445676e-01 3.549636e+00 2.970600e-02 4.661511e+01
7.476991e-01 7.477055e-01 3.517770e+00 2.377395e-02 4.661511e+01
7.508406e-01 7.508449e-01 3.525003e+00 3.100581e-02 4.661511e+01
7.539822e-01 7.539871e-01 3.488898e+00 3.246187e-02 4.661511e+01
7.571238e-01 7.571283e-01 3.415002e+00 1.629592e-02 4.661511e+01
7.602654e-01 7.602748e-01 3.375746e+00 2.320194e-02 4.661511e+01
7.634070e-01 7.634149e-01 3.370445e+00 2.143348e-02 4.661511e+01
7.665486e-01 7.665577e-01 3.372913e+00 2.426677e-02 4.661511e+01
7.696902e-01 7.697059e-01 3.280721e+00 2.735004e-02 4.661511e+01
7.728318e-01 7.728479e-01 3.247534e+00 3.541623e-02 4.661511e+01
7.759734e-01 7.759855e-01 3.222949e+00 2.990320e-02 4.661511e+01
7.791150e-01 7.791234e-01 3.220248e+00 3.480821e-02 4.661511e+01
7.822566e-01 7.822679e-01 3.127315e+00 2.166799e-02 4.661511e+01
7.853982e-01 7.854090e-01 3.113340e+00 1.623132e-02 4.661511e+01
7.885398e-01 7.885471e-01 3.106466e+00 2.162439e-02 4.661511e+01
7.916813e-01 7.916912e-01 3.060422e+00 3.800773e-02 4.661511e+01
7.948229e-01 7.948362e-01 3.018423e+00 2.448138e-02 4.661511e+01
7.979645e-01 7.979769e-01 2.986636e+00 2.449639e-02 4.661511e+01
8.011061e-01 8.011092e-01 2.999638e+00 1.819093e-02 4.661511e+01
8.042477e-01 8.042493e-01 2.978496e+00 1.346892e-02 4.661511e+01
